id,title,authors,year,journal,doi
P315,Metal-organic-framework (MOF)-derived Mn3O4/LaFeO3 as a fenton-like catalyst for antibiotic wastewater treatment: Adsorption-assisted oxidation reaction mechanism enhances the peroxymonosulfate utilization and trace tetracycline removal,,2025,,10.1016/j.jallcom.2025.182124
P316,Metal-organic framework-derived CuCo/carbon as an efficient magnetic heterogeneous catalyst for persulfate activation and ciprofloxacin degradation,,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.127196
P317,MgO/Co3O4 composite activated peroxymonosulfate for levofloxacin degradation: Role of surface hydroxyl and oxygen vacancies,,2022,,10.1016/j.seppur.2022.122560
P318,Microenvironment modulation of cobalt single-atom catalysts for boosting both radical oxidation and electron-transfer process in Fenton-like system,,2023,Applied Catalysis B: Environmental,10.1016/j.apcatb.2023.122558
P319,Microwave-induced dual-responsive spinel (CoxMn1-xFe2O4) target-triggered non-radical pathways of peroxymonosulfate: Superexchange interaction and synergistic mechanism,,2024,,10.1016/j.apcatb.2024.124497
P320,Mn-Co dual sites relay activation of peroxymonosulfate for accelerated decontamination,,2023,Applied Catalysis B: Environmental,10.1016/j.apcatb.2023.122656
P321,"Mn-MOF derived N-doped MnOx@carbon heterogeneous catalysts for Vis-light, S2O8, HSO5, Vis/S2O8, and Vis/HSO5 -induced degradation of metronidazole: Kinetics and mechanistic study",,2024,,10.1016/j.jece.2024.113331
P322,MnO/MnS nanoparticles encapsulated in Lycopodium spores derived nitrogen-doped porous carbon as a cost-effective peroxymonosulfate activator for pollutant decontamination: Insight into the mechanism of electron transfer-dominated non-radical pathway,,2025,,10.1016/j.jcis.2025.137428
P323,MnO2@CS modified catalytic membrane for simultaneous organics removal and membrane fouling mitigation via peroxymonosulfate activation,,2024,,10.1016/j.seppur.2024.127085
P324,Modulating photothermal properties by integration of fined Fe-Co in confined carbon layer of SiO2 nanosphere for pollutant degradation and solar water evaporation,,2023,,10.1016/j.envres.2023.115365
P325,Modulating the electron structure of Co-3d in Co3O4-x/WO2.72 for boosting peroxymonosulfate activation and degradation of sulfamerazine: Roles of high-valence W and rich oxygen vacancies,,2022,Journal of Hazardous Materials,10.1016/j.jhazmat.2022.130576
P326,Modulating the electronic structure of Co center via MgO@C co-doping for PMS activation to remove levofloxacin,,2023,,10.1016/j.seppur.2023.124151
P327,Morphology control of Co3O4/CeO2 heterojunctions toward efficient peroxymonosulfate activation for trichloroethylene removal: Effect of oxygen precursors,,2024,,10.1016/j.jwpe.2024.105016
P328,Morphology-coordination dual engineering in cobalt single-atom catalysts: Steering peroxymonosulfate activation into selective 1 O2 generation for efficient antibiotic degradation,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125933
P329,Multiple path-dominated activation of peroxymonosulfate by MOF-derived Fe2O3/Mn3O4 for catalytic degradation of tetracycline,,2023,,10.1016/j.jece.2023.110395
P330,Multiwall carbon nanotube decorated hemin/Mn-MOF towards BPA degradation through PMS activation,,2022,Journal of Environmental Chemical Engineering,10.1016/j.jece.2022.108426
P331,"N, S, and Cl tri-doped carbon boost the switching of radical to non-radical pathway in Fenton-like reactions: Synergism of N species and defects",,2024,,
P332,N-doped porous bowl-like carbon with superhigh external surface area for ultrafast degradation of bisphenol A: Key role of site exposure degree,,2022,Journal of Hazardous Materials,10.1016/j.jhazmat.2022.130562
P333,"N-nitrosodimethylamine formation during oxidation of N, N-dimethylhydrazine compounds by peroxymonosulfate: Kinetics, reactive species, mechanism and influencing factors",,2022,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.128191
P334,NH2-MIL-88B(Fe)/PVDF mixed matrix membranes: A one-stone-two-birds strategy for efficient removal of tetracycline hydrochloride from aquatic systems,,2024,,10.1016/j.jece.2024.115100
P335,Nanoconfined Co3O4 in hollow carbon spheres unlocks synergistic nonradical pathways for superior persulfate activation,,2025,Chemical Engineering Journal,10.1016/j.cej.2025.171344
P336,"Nanoconfined catalytic membrane assembled by nitrogen-doped carbon encapsulating Fe-based nanoparticles for rapid removal of 2,4-dichlorophenol in wastewater by peroxymonosulfate activation",,2024,Journal of Hazardous Materials,10.1016/j.jhazmat.2024.133523
P337,Near-infrared photothermal effect enhanced heterogeneous catalysis of Co3O4/PDA composite for highly efficient activation of peroxymonosulfate to degrade antibiotic pollutants,,2023,,10.1016/j.cej.2023.145267
P338,New insight into the regulation mechanism of visible light in naproxen degradation via activation of peroxymonosulfate by MOF derived BiFeO3,,2022,Journal of Hazardous Materials,10.1016/j.jhazmat.2022.128513
P339,New insights into the degradation of chloramphenicol and fluoroquinolone antibiotics by peroxymonosulfate activated with FeS: Performance and mechanism,,2021,,10.1016/j.cej.2021.128823
P340,"New insights into the nonradical activation mechanism of peracetic acid by cobalt single-atom catalyst for efficient sulfadimethoxine abatement: Active sites, intermediates, and pathways",,2025,,10.1016/j.apcatb.2025.126244
P341,"Nitrogen, sulfur and oxygen co-doped carbon-armored Co/Co9S8 rods (Co/ Co9S8@N-S-O-C) as efficient activator of peroxymonosulfate for sulfamethoxazole degradation",,2023,,
P342,Nitrogen doping sludge-derived biochar to activate peroxymonosulfate for degradation of sulfamethoxazole: Modulation of degradation mechanism by calcination temperature,,2021,,
P343,Nitrogen-vacancy-rich Co3O4/carbon nitride activating peroxymonosulfate for efficient micropollutant degradation: Dominant role of superoxide radicals,,2025,,10.1016/j.envres.2025.122460
P344,Non-radical activation of peroxymonosulfate for degradation of antibiotics in saline environments by biochar flakes prepared with molten salt strategy,,2024,Separation and Purification Technology,10.1016/j.seppur.2024.126378
P345,"Non-radical transformation of oxytetracycline by Vo-MnO@C/Pt0.8Au0.2-anode-activated peroxymonosulfate: Influencing factors, mechanism, and toxicity assessment",,2023,,10.1016/j.ces.2023.118666
P346,Non-uniform strain synergistically induced by active centers driving efficient peroxymonosulfate activation: Sulfur doping-augmented oxygen vacancies,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125576
P347,Novel coagulation waste-based Fe-containing carbonaceous catalyst as peroxymonosulfate activator for pollutants degradation: Role of ROS and electron transfer pathway,,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.126113
P348,Novel lignin-based single atom catalysts as peroxymonosulfate activator for pollutants degradation: Role of single cobalt and electron transfer pathway,,2021,,https://doi.org/10.1016/j.apcatb.2021.119910
P349,Novel preparation of MOF derived Co(OH)2/ZnFe2O4 magnetic micro-nanoreactor with boost peroxymonosulfate activation for enhanced antibiotic contaminant oxidation,,2023,,10.1016/j.jallcom.2023.171312
P350,Oily sludge derived carbons as peroxymonosulfate activators for removing aqueous organic pollutants: Performances and the key role of carbonyl groups in electron-transfer mechanism,,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.125552
P351,One-step preparation of Co3O4-modified sludgebiochar as peroxymonosulfate activator for enhancing the removal of sulfamethoxazole,,2025,Journal of Water Process Engineering,10.1016/j.jwpe.2025.107968
P352,Optimizing redox cycling with α-Fe2O3/MoS2 heterostructures for efficient degradation of antibiotics via peroxymonosulfate activation,,2024,Journal of Water Process Engineering,10.1016/j.jwpe.2024.106419
P353,Overcoming electron transfer bottleneck in CuS-biochar catalyst through interfacial Fe nanodots for enhanced peroxymonosulfate activation,,2025,Chemical Engineering Journal,10.1016/j.cej.2025.166480
P354,Oxygen-deficient MnCO3 based on waste alkaline Zn-MnO2 battery as an enhanced activator for peroxymonosulfate removing Oxytetracycline hydrochloride,,2024,,10.1016/j.jwpe.2024.106307
P355,Oxygen vacancies enhanced natural manganese sand activation by PMS for CBZ degradation: Intermediate toxicity and DFT calculations,,2023,,10.1016/j.seppur.2023.125015
P356,Oxygen vacancies promoted the generation of sulfate radicals and singlet oxygen by peroxymonosulfate activation with Co3O4 quantum dots/ g-C3N4 nanosheets,,2023,,10.1016/j.ces.2023.119463
P357,Oxygen vacancies-rich α@δ-MnO2 mediated activation of peroxymonosulfate for the degradation of CIP: The role of electron transfer process on the surface,,2023,,10.1016/j.cej.2023.141415
P358,Oxygen vacancy induced peroxymonosulfate activation by NixZn1-xFe2O4 for the effective degradation of tetracycline in water,,2023,,10.1016/j.jece.2023.111300
P359,Oxygen vacancy modulation of single atom cobalt-activated peroxymonosulfate for highly selective generation of singlet oxygen and effective degradation of organic pollutants in actual water bodies,,2025,,10.1016/j.cej.2025.163874
P360,Ozone activation over core-shell nanoreactors for enhanced organic pollutants degradation: Surface-bound superoxide radicals induced by confinement effect,,2025,,10.1016/j.envres.2025.122099
P361,Palygorskite supported nanometer spherical Fe2O3 composite as an effective photocatalyst for peroxymonosulfate activation: Promotion of the Fe(III)/Fe(II) cycle by photogenerated electrons under visible light,,2024,,10.1016/j.cej.2024.154055
P362,Performance and mechanism of antibiotic removal by MOF-on-MOF-derived cobalt and nitrogen-doped magnetic porous carbon activated PMS,,2023,,10.1016/j.jwpe.2023.104043
P363,"Performance comparison and mechanism investigation of Co3O4-modified different crystallographic MnO2 (α, β, γ, and δ) as an activator of peroxymonosulfate (PMS) for sulfisoxazole degradation",,2021,,10.1016/j.cej.2021.130888
P364,Peroxydisulfate activation by synergized modified AgCuFe2O4@GO nanoparticle electrode with anchored MnO2 in cefixime three-dimensional electrochemical degradation: Optimization and mechanisms,,2024,,
P365,Peroxydisulfate-enhanced photocatalytic degradation of Tetracycline using NiO/α-Fe2O3-C derived from hierarchical NiFe Prussian blue analogue via seed-mediated growth,,2025,,10.1016/j.jwpe.2025.108665
P366,Peroxymonosulfate activation by Fe3O4-MnO2/CNT nanohybrid electroactive filter towards ultrafast micropollutants decontamination: Performance and mechanism,,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.127111
P367,Peroxymonosulfate activation for effective atrazine degradation over a 3D cobalt-MOF: Performance and mechanism,,2022,,10.1016/j.jece.2022.109116
P368,Peroxymonosulfate activation via CoP nanoparticles confined in nitrogen-doped porous carbon for enhanced degradation of sulfamethoxazole in wastewater with high salinity,,2022,,10.1016/j.jece.2022.107734
P369,"Peroxymonosulfate activation with Co3O4 by microstructure engineering for efficient degradation of tetracycline: Efficiency, mechanism and stability",,2023,,10.1016/j.colsurfa.2023.132353
P370,"Peroxymonosulfate-based photodegradation of naproxen by stimulating (Mo, V, and Zr)-carbide nanoparticles",,2023,,10.1016/j.jwpe.2023.104027
P371,Peroxymonosulfate promoted dioxygen activation with Mn (II)-nitrilotriacetic acid complexes for sulfadiazine degradation,,2024,,10.1016/j.jhazmat.2024.135915
P372,Phosphate-adsorbed metal organic framework as a recycled material for catalytic degradation of ceftriaxone sodium via peroxymonosulfate activation,,2025,Journal of Colloid and Interface Science,10.1016/j.jcis.2025.01.022
P373,Photocatalytic nanohybrid membranes for highly efficient wastewater treatment: A comprehensive review,,2022,,
P374,"Piezo-photocatalytic fuel cell with atomic Fe@MoS2 on CFC helical electrode has enhanced peroxymonosulfate activation, pollutant degradation and power generation",,2021,,10.1016/j.apcatb.2021.120953
P375,Piezoelectric-enhanced rapid degradation of sulfamethoxazole using the Co3O4/Bi0.5Na0.5TiO3/Peroxymonosulfate process,,2025,,10.1016/j.cej.2025.161955
P376,Planar-axial synergistic modulation of FeSA-O/P-NC single-atom catalyst for high-efficiency PMS activation in sulfonamides degradation,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125967
P377,Plant-Cell mediated synthesis of MnCo2O4 nanoparticles and their activation of peroxymonosulfate to remove Tetracycline,,2024,,10.1016/j.cej.2024.152212
P378,Plasma-induced Fe-doped zeolitic imidazolate framework-8 derived P-Fe-N3C for enhanced phenol degradation,,2024,,10.1016/j.jcis.2024.11.230
P379,Porous biochar encapsulating highly dispersed Co3O4 as peroxymonosulfate activator for the enhanced tetracycline removal,,2025,,10.1016/j.psep.2025.106947
P380,Precisely tailoring the A-site of perovskite oxides for boosting peroxymonosulfate activation: Catalytic performance and decomposition mechanism,,2025,Separation and Purification Technology,10.1016/j.seppur.2025.133195
P381,Preparation of Co-C/N flower-like single-atom catalysts via TCPP coordination confinement for enhanced activation of peroxymonosulfate,,2023,,10.1016/j.jallcom.2023.172856
P382,Promoted generation of singlet oxygen by oxygen vacancies-enriched Co3O4/g-C3N4 catalyst for efficient degradation of phenanthrene,,2023,,10.1016/j.colsurfa.2023.130958
P383,Promoting oxygen vacancies utility for tetracycline degradation via peroxymonosulfate activation by reduced Mg-doped Co3O4: Kinetics and key role of electron transfer pathway,,2024,,10.1016/j.envres.2024.118892
P384,Prussian blue analog-derived Fe-Mn oxides for the enhanced activation of persulfate in sulfadiazine degradation: radical generation mechanism and electron transfer,,2025,,10.1016/j.envres.2025.122592
P385,Pyrite-embedded porous carbon nanocatalysts assembled in polyvinylidene difluoride membrane for organic pollutant oxidation,,2021,Journal of Colloid and Interface Science,10.1016/j.jcis.2021.11.021
P386,Quantitative and mechanistic elucidation of the reactive oxygen species for effective sulfamethoxazole removal in heterogeneous peroxymonosulfate activated by MOFs-derived cladding structure CoZn/NC@UiO,,2024,Separation and Purification Technology,10.1016/j.seppur.2024.129627
P387,Radical and nonradical cocatalysis induced by asymmetric medium-spin cobalt single atom for water decontamination,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125283
P388,Rapid peroxymonosulfate activation by self-assembly of layered fluorine-free MXene with nanofibrous Co3O4: Antibiotic degradation and electron transfer mechanism,,2023,,10.1016/j.seppur.2023.125241
P389,Rapid removal of ofloxacin with peroxymonosulfate activation process mediated by Co3O4/Sludge-derived biochar composite: Unveiling the enhancement of biochar,,2024,Separation and Purification Technology,10.1016/j.seppur.2024.127077
P390,Rational modulation of Fe single-atom electronic structure in a Fe-N2B4 configuration for preferential 1O2 generation in Fenton-like reactions,,2023,Applied Catalysis B: Environmental,10.1016/j.apcatb.2023.123643
P391,Recent progress of functional metal-organic framework materials for water treatment using sulfate radicals,,,,
P392,Red mud-based Fe2O3/Cu-Al LDH prepared through mechanochemical synthesis as effective peroxymonosulfate activator for lomefloxacin hydrochloride degradation via radical-nonradical cooperation mechanisms,,2024,,10.1016/j.jwpe.2024.106517
P393,Red mud-based ZIF-67-derived CoSx complexes with unique hollow structure for enhanced peroxymonosulfate activation to remove gatifloxacin via high-valent iron-dominated nonradical oxidation process,,2025,,10.1016/j.colsurfa.2025.137719
P394,Redox potentials of pollutants determining the dominate oxidation pathways in manganese single-atom catalyst (Mn-SAC)/peroxymonosulfate system: Selective catalytic mechanisms for versatile pollutants,,2023,Applied Catalysis B: Environmental,10.1016/j.apcatb.2023.123029
P395,Regeneration of granular activated carbon adsorbent by peroxymonosulfate activation with MnO2/MnFe2O4,,2023,,10.1016/j.jwpe.2023.104567
P396,Regulable metal-oxo-bridge configurations as electron transfer bridge to promote Cu(II)/Cu(I) redox behavior for efficient peroxymonosulfate activation,,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2020.124629
P397,Regulating electronic structure from local charge transfer of Fe-V dual-sites for efficient peroxymonosulfate activation,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125068
P398,Regulating spin state of Fe active sites by the P-doping strategy for enhancing peroxymonosulfate activation,,2023,,10.1016/j.apcatb.2023.122618
P399,Regulating the Co 3d center of Co3O4 by Co3O4/g-C3N4 to enhance electronic activity for sulfamethizole effectively degradation by peroxymonosulfate activation,,2024,,10.1016/j.cej.2024.151417
P400,Remarkable assist of sulfate ion on solvent-free preparation of highly oxygen vacancy-rich MnO2 for enhancing peroxymonosulfate mediated advanced oxidation processes,,2023,Kebtoo Science& Technology,10.1016/j.cej.2023.143166
P401,"Removal of manganese, ferrous and antibiotics from groundwater simultaneously using peroxymonosulfate-assisted in-situ oxidation/ coagulation integrated with ceramic membrane process",,2020,,10.1016/j.seppur.2020.117492
P402,Removal of sulfonamide antibiotics by non-free radical dominated peroxymonosulfate oxidation catalyzed by cobalt-doped sulfur-containing biochar from sludge,,2024,,10.1016/j.jhazmat.2024.133535
P403,Reusing warm-paste waste as catalyst for peroxymonosulfate activation toward antibiotics degradation under high salinity condition: Performance and mechanism study,,2021,,10.1016/j.cej.2021.131295
P404,Reutilization of waste self-heating pad by loading cobalt: A magnetic and green peroxymonosulfate activator for naphthalene degradation,,2022,Journal of Hazardous Materials,10.1016/j.jhazmat.2022.129572
P405,Robust Fe-N4 center with optimized metal-support interaction for efficient pollutant degradation by Fenton-like reaction,,2023,,10.1016/j.apcatb.2023.122706
P406,Robust degradation of tetracycline via peroxymonosulfate activation over peanut-like Co4N/NC composite: Spatial confinement and heterojunction effects,,2024,Separation and Purification Technology,10.1016/j.seppur.2024.129589
P407,Role of Mn(III) intermediates in the degradation of carbamazepine via peroxymonosulfate activation by manganese single-atom catalysts: Radical and non-radical synergistic effects,,2025,,10.1016/j.apcatb.2025.125337
P408,Ru single atom catalyst with dual reaction sites for efficient fenton-like degradation of organic contaminants,,2022,Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.121952
P409,S-scheme N-doped carbon dots anchored g-C3N4/Fe2O3 shell/core composite for photoelectrocatalytic trimethoprim degradation and water splitting,,2022,Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.121928
P410,S-scheme photocatalyst Mo2C/α-Fe2O3 with vacant oxygen for highly efficient tetracycline degradation in peroxymonosulfate-mediated photocatalytic system,,2023,Journal of Alloys and Compounds,10.1016/j.jallcom.2023.170547
P411,Scalable synthesis of Ca-doped α-Fe2O3 with abundant oxygen vacancies for enhanced degradation of organic pollutants through peroxymonosulfate activation,,2019,Applied Catalysis B: Environmental,https://doi.org/10.1016/j.apcatb.2019.118250
P412,Scalable synthesis of rose-like Co/N-doped porous rose-like structure for sustainable Rhodamine B degradation via peroxymonosulfate-driven advanced oxidation,,2025,,10.1016/j.colsurfa.2025.138643
P413,Second-shell S-coordinated Fe single atoms enable selective generation of heterogeneous Fe(IV)=O for powerful Fenton-like reactions,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125636
P414,Selective degradation of organic micropollutants by activation of peroxymonosulfate by Se@NC: Role of Se doping and nonradical pathway mechanism,,2023,Journal of Hazardous Materials,10.1016/j.jhazmat.2023.131202
P415,Selective oxidation behavior based on iron-doped MOF derived carbon-based catalysts: Active site regulation and degradation mechanism analysis,,2024,,10.1016/j.jcis.2024.05.035
P416,Selective oxidation of tetracyclines by peroxymonosulfate in livestock wastewater: Kinetics and non-radical mechanism,,2020,Journal of Hazardous Materials,10.1016/j.jhazmat.2019.121656
P417,Self-doped biochar with adsorbed aqueous nitrogen for efficient activation of peroxymonosulfate to degrade sulfamethoxazole,,2025,,10.1016/j.cej.2025.166970
P418,Simple sulfuration of layered double hydroxide modulating efficient 1 O2 formation in peroxymonosulfate activation: In-situ regeneration of catalyst,,2025,Chemical Engineering Journal,10.1016/j.cej.2025.164190
P419,"Simultaneous elimination of sulfamethoxazole, antibiotic-resistant bacteria and resistance genes by MgFe2O4/MgO modified biochar activated peroxymonosulfate: Performance, mechanism and application potential",,2024,Chemical Engineering Journal,10.1016/j.cej.2024.157903
P420,Single-atom Co-N3 sites induce peroxymonosulfate activation for acetaminophen degradation via nearly 100 % internal electron transfer process,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125038
P421,Single-atom Co embedded in BCN matrix to achieve 100% conversion of peroxymonosulfate into singlet oxygen,,2021,Applied Catalysis B: Environmental,10.1016/j.apcatb.2021.120759
P422,Single atom Mn anchored on N-doped porous carbon derived from spirulina for catalyzed peroxymonosulfate to degradation of emerging organic pollutants,,2022,Journal of Hazardous Materials,10.1016/j.jhazmat.2022.129871
P423,Single-atom Ni-N4 sites coordinate dual nonradical oxidation pathways via peroxymonosulfate activation: Computational insights and in situ spectroscopic analyses,,2024,,10.1016/j.apcatb.2024.123752
P424,Single-atom co sites confined in layered double hydroxide for selective generation of surface-bound radicals via peroxymonosulfate activation,,2023,Applied Catalysis B: Environmental,10.1016/j.apcatb.2023.123218
P425,Single atom cobalt catalyst derived from co-pyrolysis of vitamin B12 and graphitic carbon nitride for PMS activation to degrade emerging pollutants,,2022,,10.1016/j.apcatb.2022.122051
P426,Single-atom copper embedded in two-dimensional MXene toward peroxymonosulfate activation to generate singlet oxygen with nearly 100% selectivity for enhanced Fenton-like reactions,,2022,Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.122245
P427,Sliver-doped α-MnO2 to enhance peroxymonosulfate activation for efficient degradation of sulfamethoxazole: Cooperation between radical and non-radical mechanisms,,2023,,10.1016/j.seppur.2023.125965
P428,Sludge activated carbon-based CoFe2O4-SAC nanocomposites used as heterogeneous catalysts for degrading antibiotic norfloxacin through activating peroxymonosulfate,,2019,,10.1016/j.cej.2019.123319
P429,Sludge biochar self-doping with adsorbed aqueous phosphorus to activate peroxymonosulfate for antibiotics degradation: Non-covalent bond driven non-radicals mechanism,,2025,,10.1016/j.seppur.2025.134688
P430,Solvent-free mechanochemical preparation of Fe-N-C loaded MnO2 to efficiently activate peroxymonosulfate for norfloxacin degradation,,2025,Chemical Engineering Journal,10.1016/j.cej.2025.165973
P431,Spatial axial oxygen coordination of CoSA-N2O1/MXene single-atom catalyst with electron-depleted active site for selective 1 O2 generation,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125378
P432,Spatial confinement of Co3O4 in hollow carbon sphere to boost peroxymonosulfate activation for effective degradation of organic pollutants,,2024,,10.1016/j.seppur.2024.127682
P433,Spin-dependent activity of cobalt contained hydroxy double perovskite for efficient antibiotic removal via peroxymonosulfate activation,,2024,,10.1016/j.cej.2024.156982
P434,Spinel-based zinc-doped Co3O4 (ZCO) catalytic membrane for efficient peroxymonosulfate activation and chloroquine phosphate degradation: An atom doping strategy,,2025,,10.1016/j.envres.2025.121408
P435,Stabilizing atomic Co on 2D ordered mesoporous carbon sandwiched MXene for peroxymonosulfate activation: Enhanced performance and electron-transfer mechanism,,2024,Applied Catalysis B: Environmental,10.1016/j.apcatb.2024.124432
P436,Stable two dimensional copper(II) based metal-organic framework as an efficient peroxymonosulfate activator for tetracycline degradation,,2025,,10.1016/j.jece.2025.118375
P437,"Stratified nanoflower bimetallic cobalt/iron alloy derived from CoFe-MOFs as efficient peroxymonosulfate activator for antibiotics degradation: Performance, mechanism, and toxicity",,2024,,10.1016/j.jallcom.2024.177031
P438,Strong coupling of super-hydrophilic and vacancy-rich g-C3N4 and LDH heterostructure for wastewater purification: Adsorption-driven oxidation,,2023,Journal of Colloid and Interface Science,10.1016/j.jcis.2023.02.060
P439,Strongly coupled Bi2S3/CoTiO3 heterostructure with alginate encapsulated hydrogel for boosting peroxymonosulfate activation: Reaction sites and activation mechanism,,2025,,10.1016/j.seppur.2025.134360
P440,"Strongly coupled bentonite-based Co3O4 quantum dot composites as efficient peroxymonosulfate activator for ciprofloxacin degradation: Fabrication, application and catalytic mechanism",,2025,,10.1016/j.seppur.2025.131869
P441,"Sulfadiazine removal by peroxymonosulfate activation with sulfide-modified microscale zero-valent iron: Major radicals, the role of sulfur species, and particle size effect",,2021,Journal of Hazardous Materials,10.1016/j.jhazmat.2021.127082
P442,"Sulfamethoxazole degradation by Ni2+ doped FezO3 on a nickel foam in peroxymonosulfate assisting photoelectrochemical oxidation system: Performance, mechanism and degradation pathway",,2023,,10.1016/j.seppur.2023.123584
P443,Sulfamethoxazole degradation by visible light assisted peroxymonosulfate process based on nanohybrid manganese dioxide incorporating ferric oxide,,2020,,https://doi.org/10.1016/j.apcatb.2020.119297
P444,"Sulfite activation by cobaltosic oxide nanohydrangeas for tetracycline degradation: Performance, degradation pathways and mechanism",,2022,,10.1016/j.jhazmat.2022.129618
P445,Sulfur-doped CuCo2O4 as a PMS activator: The synergy of oxygen defects and strong Lewis acid sites in boosting the elimination of ciprofloxacin,,2024,,10.1016/j.jece.2024.114451
P446,Superior bensulfuron-methyl degradation performance of sphercial magnetic Co3O4@C-500/peroxymonosulfate system by enhancing singlet oxygen generation: The effect of oxygen vacancies,,2023,,10.1016/j.cej.2023.143945
P447,Support-modulated coordination environments direct divergent PMS activation pathways in Co single-atom catalysts,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125898
P448,Suppression of antibiotic resistance genes dissemination by bimetallic-doped biochar activating peroxymonosulfate: Efficiency and mechanistic insights,,2025,Chemical Engineering Journal,10.1016/j.cej.2025.167386
P449,Surface-adsorbed atom oxygen triggers nonradical formation via selective peroxymonosulfate decomposition by monolithic high-spin Co single-atom sites catalysts,,2025,Applied Catalysis B: Environmental,10.1016/j.apcatb.2025.125207
P450,Surface hydroxyls of spinel oxides: A double-edged sword in the peroxymonosulfate activation process,,2024,Applied Catalysis B: Environmental,10.1016/j.apcatb.2024.124849
P451,"Sustainable Fe(II) oxidation/reduction and release/recovery dual cycle in a multi-chamber Fe(III)/Peroxymonosulfate electrochemical system: Application, mechanism, and optimization",,2025,,10.1016/j.cej.2025.162601
P452,Sustainable Fe(III)/Fe(II) cycles triggered by co-catalyst of weak electrical current in Fe(III)/peroxymonosulfate system: Collaboration of radical and non-radical mechanisms,,2022,Applied Catalysis B: Environmental,10.1016/j.apcatb.2022.121716
P453,Sustainable treatment of antibiotic-containing wastewater: Electric-assisted heterogeneous activation of peroxymonosulfate via recyclable Co²+/Co3+ conversion on S-doped CoO/Ti electrode,,2023,,10.1016/j.cej.2023.141812
P454,Switching the reaction mechanisms and pollutant degradation routes through active center size-dependent Fenton-like catalysis,,2023,Applied Catalysis B: Environmental,10.1016/j.apcatb.2023.122569
P455,Symmetric dual-cathode sandwich system for enhanced peroxymonosulfate electrochemical activation and stable water decontamination: performance and mechanism,,2025,,10.1016/j.seppur.2025.134302
P456,Synchronously enhanced dual oxidation pathways via engineered Co-Nx/Co3O4 for high-efficiency degradation of versatile antibiotics,,2024,Journal of Hazardous Materials,10.1016/j.jhazmat.2024.134835
P457,Synergistic activation of peroxymonosulfate between Co and MnO for bisphenol A degradation with enhanced activity and stability,,2022,Journal of Colloid and Interface Science,10.1016/j.jcis.2022.05.105
P458,Synergistic activation of peroxymonosulfate by CuO@Fe2O3 for enhanced degradation of ofloxacin: Role of surface hydroxyl groups and environmental applicability,,2025,,10.1016/j.jhazmat.2025.140037
P459,Synergistic and continuous driving of Fe(III)/Fe(II) cycle by electron-rich organic contaminants and peroxymonosulfate: Homogeneous feasibility and heterogeneous application,,2025,Chemical Engineering Journal,10.1016/j.cej.2025.170736
P460,Synergistic cobalt-nitrogen sites and cobalt nanoparticles in polyethylene terephthalate-derived catalysts for selective singlet oxygen generation: Bridging plastic upcycling and antibiotic mineralization,,2025,,10.1016/j.jcis.2025.138027
P461,Synergistic control of antibiotic resistance via natural illite-activated peroxymonosulfate: Efficiency and mechanism,,2025,Journal of Hazardous Materials,10.1016/j.jhazmat.2025.140447
P462,Synergistic effect of photothermal and heterojunction of MOF-derived ZnO/ ZnFe2O4 for enhanced photocatalytic PMS activation,,2025,,10.1016/j.jallcom.2025.183416
P463,"Synergistic enhanced activation of peroxymonosulfate by heterojunction Co3O4-CuO@CN for removal of oxytetracycline: Performance, mechanism, and stability",,2023,,10.1016/j.envres.2023.116517
P464,Synergistic oxidation and coagulation of raw water by novel Fe(II)/sulfite process: A comparative study with peroxydisulfate and peroxymonosulfate,,2025,,10.1016/j.jhazmat.2025.138418
P465,Synergistic oxidative removal of sulfamethoxazole using Ferrate(VI) and peroxymonosulfate,,2024,,10.1016/j.cej.2024.151085
P466,Synergistic singlet oxygen and UV irradiation for efficient intracellular ARGs removal via peroxymonosulfate/catalytic membrane-UV system,,2024,,10.1016/j.jhazmat.2024.136385
P467,Synergizing electron transfer with singlet oxygen to expedite refractory contaminant mineralization in peroxymonosulfate based heterogeneous oxidation system,,2023,Applied Catalysis B: Environmental,10.1016/j.apcatb.2023.123324
P468,Synergy of Cu-Mn bimetals under nano-confined catalysis in a membrane-based peroxymonosulfate system,,2024,Applied Catalysis B: Environmental,10.1016/j.apcatb.2024.123955
